"","year","quarter","industry1","industry2","industry3","total_employment","employment_change","job_vacancy_rate","recruitment_rate","resignation_rate","retrench_rate","emp_ch_rate","Year"
"694",2015,4,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56200,200,4.7,1.9,1.7,0,0.355871886120996,"2015 Q4"
"695",2015,4,"services","administrative and support services","cleaning and landscaping",65300,400,2.4,5,4.2,10,0.612557427258806,"2015 Q4"
"696",2015,4,"construction","construction","construction",501200,1300,0.6,2.3,1.7,520,0.259377494014366,"2015 Q4"
"697",2015,4,"manufacturing","manufacturing","electronic, computer and optical products",85800,-600,1.8,1,0.9,1100,-0.699300699300699,"2015 Q4"
"698",2015,4,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",109800,-1900,1.1,1,1.2,770,-1.7304189435337,"2015 Q4"
"699",2015,4,"services","financial and insurance services","financial services",145600,400,2.8,1.5,1.1,450,0.274725274725275,"2015 Q4"
"700",2015,4,"services","accommodation and food services","food and beverage services",210100,4800,4.1,5.4,4.2,60,2.284626368396,"2015 Q4"
"701",2015,4,"manufacturing","manufacturing","food, beverages and tobacco",45800,600,2.6,2.9,2.2,50,1.31004366812227,"2015 Q4"
"702",2015,4,"services","education, health and social services","health and social services",145100,1700,2.8,1.5,0.9,40,1.17160578911096,"2015 Q4"
"703",2015,4,"services","financial and insurance services","insurance services",34200,100,2.4,2.5,1.6,30,0.292397660818713,"2015 Q4"
"704",2015,4,"services","information and communications","it and other information services",86400,500,4.2,2.8,2.1,110,0.578703703703704,"2015 Q4"
"705",2015,4,"services","transportation and storage","land transport and supporting services",94400,1000,2,1.7,1.1,0,1.0593220338983,"2015 Q4"
"706",2015,4,"services","professional services","legal, accounting and management services",115100,200,2.9,2.2,1.8,340,0.173761946133797,"2015 Q4"
"707",2015,4,"services","administrative and support services","other administrative and support services",116700,2800,2.5,6.3,2.7,30,2.39931448157669,"2015 Q4"
"708",2015,4,"services","art, entertainment, recreation and other services","other community, social and personal services",336600,2400,3.7,1.9,1.6,20,0.71301247771836,"2015 Q4"
"709",2015,4,"manufacturing","manufacturing","other manufacturing industries",63400,200,1.8,1.5,1.1,100,0.315457413249211,"2015 Q4"
"710",2015,4,"services","professional services","other professional services",56100,-600,2.7,1.6,1.8,40,-1.06951871657754,"2015 Q4"
"711",2015,4,"services","transportation and storage","other transportation and storage services",67700,200,2.6,2.1,1.7,70,0.295420974889217,"2015 Q4"
"712",2015,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",34300,-500,1,1.2,1,120,-1.45772594752187,"2015 Q4"
"713",2015,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",58100,-900,1.6,1.1,0.7,200,-1.54905335628227,"2015 Q4"
"714",2015,4,"services","education, health and social services","public administration and education",239300,2200,2.6,0.9,0.5,20,0.919348098620978,"2015 Q4"
"715",2015,4,"services","wholesale and retail trade","retail trade",168900,3600,4.3,4.5,2.9,0,2.13143872113677,"2015 Q4"
"716",2015,4,"services","administrative and support services","security and investigation",42800,400,5.3,3.7,2.9,0,0.934579439252336,"2015 Q4"
"717",2015,4,"services","information and communications","telecommunications, broadcasting and publishing",41300,100,2.6,2.2,1.4,50,0.242130750605327,"2015 Q4"
"718",2015,4,"manufacturing","manufacturing","transport equipment",117700,-3200,2,0.8,1.1,140,-2.71877655055225,"2015 Q4"
"719",2015,4,"services","transportation and storage","water transport and supporting services",47000,-500,0.8,1.3,0.9,180,-1.06382978723404,"2015 Q4"
"720",2015,4,"services","wholesale and retail trade","wholesale trade",322400,900,1.9,1.8,1.4,590,0.279156327543424,"2015 Q4"
"721",2016,1,"services","accommodation and food services","accommodation",35500,-300,6.9,3.2,2.9,0,-0.845070422535211,"2016 Q1"
"722",2016,1,"services","transportation and storage","air transport and supporting services",32300,-100,2.5,1.2,1,10,-0.309597523219814,"2016 Q1"
"723",2016,1,"services","professional services","architectural and engineering services",62700,-500,1.6,2.1,1.4,250,-0.797448165869218,"2016 Q1"
"724",2016,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56200,100,4.4,1.9,1.6,10,0.177935943060498,"2016 Q1"
"725",2016,1,"services","administrative and support services","cleaning and landscaping",72200,6900,2.1,5.2,4.2,40,9.55678670360111,"2016 Q1"
"726",2016,1,"construction","construction","construction",504000,2700,0.7,2.3,1.6,390,0.535714285714286,"2016 Q1"
"727",2016,1,"manufacturing","manufacturing","electronic, computer and optical products",84700,-1100,1.9,1.7,1.6,500,-1.2987012987013,"2016 Q1"
"728",2016,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",108700,-1100,1.3,1.4,1.6,540,-1.01195952161914,"2016 Q1"
"729",2016,1,"services","financial and insurance services","financial services",146400,800,2.3,1.6,0.9,430,0.546448087431694,"2016 Q1"
"730",2016,1,"services","accommodation and food services","food and beverage services",210300,200,4,4.3,4.1,100,0.0951022349025202,"2016 Q1"
"731",2016,1,"manufacturing","manufacturing","food, beverages and tobacco",46300,500,2.5,2.9,2.7,180,1.07991360691145,"2016 Q1"
"732",2016,1,"services","education, health and social services","health and social services",147300,2200,3.2,1.6,1.3,20,1.49355057705363,"2016 Q1"
"733",2016,1,"services","financial and insurance services","insurance services",34500,300,3.1,2.3,1.4,50,0.869565217391304,"2016 Q1"
"734",2016,1,"services","information and communications","it and other information services",88300,1900,4.4,2.6,2,110,2.15175537938845,"2016 Q1"
"735",2016,1,"services","transportation and storage","land transport and supporting services",95900,1600,2.2,1.8,1.3,0,1.66840458811262,"2016 Q1"
"736",2016,1,"services","professional services","legal, accounting and management services",114500,-600,2.8,2.3,1.6,310,-0.524017467248908,"2016 Q1"
"737",2016,1,"services","administrative and support services","other administrative and support services",113600,-3200,2.8,5.3,3.3,50,-2.8169014084507,"2016 Q1"
"738",2016,1,"services","art, entertainment, recreation and other services","other community, social and personal services",340600,4000,3.4,2.4,2,30,1.17439812096301,"2016 Q1"
"739",2016,1,"manufacturing","manufacturing","other manufacturing industries",62900,-500,2,1.8,1.6,40,-0.794912559618442,"2016 Q1"
"740",2016,1,"services","professional services","other professional services",56100,0,3.7,2.1,1.8,60,0,"2016 Q1"
"741",2016,1,"services","transportation and storage","other transportation and storage services",67900,200,2.7,2.4,2.1,50,0.294550810014728,"2016 Q1"
"742",2016,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",33700,-600,1.3,1.5,1.6,160,-1.78041543026706,"2016 Q1"
"743",2016,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",60300,2200,1.3,1.3,0.8,140,3.64842454394693,"2016 Q1"
"744",2016,1,"services","education, health and social services","public administration and education",241900,2500,2.7,1.1,0.7,0,1.0334849111203,"2016 Q1"
"745",2016,1,"services","wholesale and retail trade","retail trade",167900,-800,4.5,3.8,3.8,30,-0.476474091721263,"2016 Q1"
"746",2016,1,"services","administrative and support services","security and investigation",43200,500,5,3.6,2.8,0,1.15740740740741,"2016 Q1"
"747",2016,1,"services","information and communications","telecommunications, broadcasting and publishing",41500,100,2.8,2.1,1.6,300,0.240963855421687,"2016 Q1"
"748",2016,1,"manufacturing","manufacturing","transport equipment",117300,-400,1.1,1.4,1.2,230,-0.341005967604433,"2016 Q1"
"749",2016,1,"services","transportation and storage","water transport and supporting services",46900,-100,0.9,1.4,1,170,-0.213219616204691,"2016 Q1"
"750",2016,1,"services","wholesale and retail trade","wholesale trade",323100,800,1.8,2,1.8,510,0.24760136180749,"2016 Q1"
"751",2016,2,"services","accommodation and food services","accommodation",35000,-500,7,3.4,3.1,0,-1.42857142857143,"2016 Q2"
"752",2016,2,"services","transportation and storage","air transport and supporting services",32500,200,2.2,1.5,0.9,90,0.615384615384615,"2016 Q2"
"753",2016,2,"services","professional services","architectural and engineering services",61800,-900,2.1,2.6,1.6,310,-1.45631067961165,"2016 Q2"
"754",2016,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56400,200,3.1,1.9,1.8,400,0.354609929078014,"2016 Q2"
"755",2016,2,"services","administrative and support services","cleaning and landscaping",72200,0,2.2,5.1,4.6,20,0,"2016 Q2"
"756",2016,2,"construction","construction","construction",503600,-400,0.6,2.2,1.8,350,-0.079428117553614,"2016 Q2"
"757",2016,2,"manufacturing","manufacturing","electronic, computer and optical products",84000,-700,2.3,1.5,1.5,340,-0.833333333333333,"2016 Q2"
"758",2016,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",105500,-3200,1.3,1.7,1.8,540,-3.03317535545024,"2016 Q2"
"759",2016,2,"services","financial and insurance services","financial services",146600,200,2.4,2.1,1.3,520,0.136425648021828,"2016 Q2"
"760",2016,2,"services","accommodation and food services","food and beverage services",210700,400,3.5,4.2,4,20,0.18984337921215,"2016 Q2"
"761",2016,2,"manufacturing","manufacturing","food, beverages and tobacco",46400,100,2.4,3,2.6,50,0.21551724137931,"2016 Q2"
"762",2016,2,"services","education, health and social services","health and social services",149500,2200,2.8,1.9,1.2,0,1.47157190635451,"2016 Q2"
"763",2016,2,"services","financial and insurance services","insurance services",34900,400,2.2,2.6,1.6,30,1.14613180515759,"2016 Q2"
"764",2016,2,"services","information and communications","it and other information services",88800,500,4.3,2.8,2.1,80,0.563063063063063,"2016 Q2"
"765",2016,2,"services","transportation and storage","land transport and supporting services",97500,1600,2.6,2.3,1.5,0,1.64102564102564,"2016 Q2"
"766",2016,2,"services","professional services","legal, accounting and management services",115600,1100,3.2,2.3,1.9,370,0.951557093425606,"2016 Q2"
"767",2016,2,"services","administrative and support services","other administrative and support services",113300,-300,2.4,5.3,3.5,40,-0.264783759929391,"2016 Q2"
"768",2016,2,"services","art, entertainment, recreation and other services","other community, social and personal services",343100,2500,2.5,2.3,2.2,20,0.728650539201399,"2016 Q2"
"769",2016,2,"manufacturing","manufacturing","other manufacturing industries",63200,300,2.5,2.3,1.6,130,0.474683544303797,"2016 Q2"
"770",2016,2,"services","professional services","other professional services",56400,300,3.9,2.3,1.7,60,0.531914893617021,"2016 Q2"
"771",2016,2,"services","transportation and storage","other transportation and storage services",68000,100,2.9,2.8,2.4,60,0.147058823529412,"2016 Q2"
"772",2016,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",33300,-400,1.3,1.8,1.9,130,-1.2012012012012,"2016 Q2"
"773",2016,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62600,2300,1.7,1.4,0.9,60,3.6741214057508,"2016 Q2"
"774",2016,2,"services","education, health and social services","public administration and education",242500,600,3.7,1,0.9,10,0.247422680412371,"2016 Q2"
"775",2016,2,"services","wholesale and retail trade","retail trade",166700,-1200,4.4,4,3.4,80,-0.719856028794241,"2016 Q2"
"776",2016,2,"services","administrative and support services","security and investigation",44000,800,4.4,3.8,3.1,0,1.81818181818182,"2016 Q2"
"777",2016,2,"services","information and communications","telecommunications, broadcasting and publishing",41100,-400,3.4,2,1.6,60,-0.97323600973236,"2016 Q2"
"778",2016,2,"manufacturing","manufacturing","transport equipment",116000,-1300,0.9,1.5,1.5,130,-1.12068965517241,"2016 Q2"
"779",2016,2,"services","transportation and storage","water transport and supporting services",46600,-300,0.8,1.4,1,80,-0.643776824034335,"2016 Q2"
"780",2016,2,"services","wholesale and retail trade","wholesale trade",323400,300,1.9,2.2,2,730,0.0927643784786642,"2016 Q2"
"781",2016,3,"services","accommodation and food services","accommodation",35600,600,6,3,2.6,60,1.68539325842697,"2016 Q3"
"782",2016,3,"services","transportation and storage","air transport and supporting services",32500,0,1.9,1.3,1,0,0,"2016 Q3"
"783",2016,3,"services","professional services","architectural and engineering services",61400,-400,1.5,2.6,1.7,280,-0.651465798045603,"2016 Q3"
"784",2016,3,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55600,-800,3,1.6,1.6,90,-1.43884892086331,"2016 Q3"
"785",2016,3,"services","administrative and support services","cleaning and landscaping",72500,300,3.3,4.7,3.9,0,0.413793103448276,"2016 Q3"
"786",2016,3,"construction","construction","construction",498200,-5400,0.7,1.9,1.6,600,-1.08390204737053,"2016 Q3"
"787",2016,3,"manufacturing","manufacturing","electronic, computer and optical products",83700,-300,2.6,1.5,1.4,180,-0.3584229390681,"2016 Q3"
"788",2016,3,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",103700,-1800,1.1,1.5,1.5,500,-1.7357762777242,"2016 Q3"
"789",2016,3,"services","financial and insurance services","financial services",147600,1000,2.3,2,1.3,640,0.677506775067751,"2016 Q3"
"790",2016,3,"services","accommodation and food services","food and beverage services",210900,200,4.2,3.8,3.7,140,0.0948316737790422,"2016 Q3"
"791",2016,3,"manufacturing","manufacturing","food, beverages and tobacco",46800,400,2.3,3.1,2.9,70,0.854700854700855,"2016 Q3"
"792",2016,3,"services","education, health and social services","health and social services",151100,1600,3.5,1.5,1.1,10,1.05890138980807,"2016 Q3"
"793",2016,3,"services","financial and insurance services","insurance services",35100,200,2.4,2.6,1.6,10,0.56980056980057,"2016 Q3"
"794",2016,3,"services","information and communications","it and other information services",89200,400,4.9,2.3,1.8,100,0.448430493273543,"2016 Q3"
"795",2016,3,"services","transportation and storage","land transport and supporting services",98500,1000,1.6,1.9,1.3,0,1.01522842639594,"2016 Q3"
"796",2016,3,"services","professional services","legal, accounting and management services",117500,1900,3.1,2.7,1.8,300,1.61702127659574,"2016 Q3"
"797",2016,3,"services","administrative and support services","other administrative and support services",114200,900,2.9,4.4,3.1,90,0.788091068301226,"2016 Q3"
"798",2016,3,"services","art, entertainment, recreation and other services","other community, social and personal services",344900,1800,3.2,2.1,1.8,0,0.521890403015367,"2016 Q3"
"799",2016,3,"manufacturing","manufacturing","other manufacturing industries",63100,-100,1.9,1.8,1.5,150,-0.158478605388273,"2016 Q3"
"800",2016,3,"services","professional services","other professional services",56100,-300,2.7,2.2,1.6,80,-0.53475935828877,"2016 Q3"
"801",2016,3,"services","transportation and storage","other transportation and storage services",67700,-300,2.7,2.5,2,30,-0.443131462333826,"2016 Q3"
"802",2016,3,"manufacturing","manufacturing","paper / rubber / plastic products and printing",32900,-400,1,1.6,1.8,30,-1.21580547112462,"2016 Q3"
"803",2016,3,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62900,300,1.8,1.5,1,30,0.476947535771065,"2016 Q3"
"804",2016,3,"services","education, health and social services","public administration and education",243000,500,3.1,1.3,0.7,20,0.205761316872428,"2016 Q3"
"805",2016,3,"services","wholesale and retail trade","retail trade",165300,-1400,4.4,3.1,2.8,30,-0.846944948578342,"2016 Q3"
"806",2016,3,"services","administrative and support services","security and investigation",44400,400,5.5,3.4,2.6,20,0.900900900900901,"2016 Q3"
"807",2016,3,"services","information and communications","telecommunications, broadcasting and publishing",40800,-300,3.5,1.8,1.5,60,-0.735294117647059,"2016 Q3"
"808",2016,3,"manufacturing","manufacturing","transport equipment",114000,-2000,1,1.1,1.1,160,-1.75438596491228,"2016 Q3"
"809",2016,3,"services","transportation and storage","water transport and supporting services",46500,-100,0.7,1.5,1.1,90,-0.21505376344086,"2016 Q3"
"810",2016,3,"services","wholesale and retail trade","wholesale trade",323200,-200,1.8,1.9,1.6,440,-0.0618811881188119,"2016 Q3"
"811",2016,4,"services","accommodation and food services","accommodation",35000,-600,6.7,2,1.7,10,-1.71428571428571,"2016 Q4"
"812",2016,4,"services","transportation and storage","air transport and supporting services",31100,-1400,1.8,1.1,0.8,50,-4.5016077170418,"2016 Q4"
"813",2016,4,"services","professional services","architectural and engineering services",60700,-700,1.1,1.9,1.4,210,-1.15321252059308,"2016 Q4"
"814",2016,4,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55600,0,3.6,1.6,1.6,10,0,"2016 Q4"
"815",2016,4,"services","administrative and support services","cleaning and landscaping",72800,300,2.5,4.3,3.9,0,0.412087912087912,"2016 Q4"
"816",2016,4,"construction","construction","construction",489900,-8300,0.6,1.9,1.7,580,-1.69422331087977,"2016 Q4"
"817",2016,4,"manufacturing","manufacturing","electronic, computer and optical products",83900,200,2.9,1.5,1,660,0.238379022646007,"2016 Q4"
"818",2016,4,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",101400,-2300,0.8,1.1,1.1,820,-2.26824457593688,"2016 Q4"
"819",2016,4,"services","financial and insurance services","financial services",149900,2300,2.5,1.6,1.1,630,1.53435623749166,"2016 Q4"
"820",2016,4,"services","accommodation and food services","food and beverage services",216200,5300,3.3,4.3,3.5,10,2.45143385753932,"2016 Q4"
"821",2016,4,"manufacturing","manufacturing","food, beverages and tobacco",47200,400,1.3,2.7,2.1,20,0.847457627118644,"2016 Q4"
"822",2016,4,"services","education, health and social services","health and social services",152500,1400,3,1.3,0.9,10,0.918032786885246,"2016 Q4"
"823",2016,4,"services","financial and insurance services","insurance services",35600,500,2.6,2.5,1.6,10,1.40449438202247,"2016 Q4"
"824",2016,4,"services","information and communications","it and other information services",89600,400,4.5,2,1.8,110,0.446428571428571,"2016 Q4"
"825",2016,4,"services","transportation and storage","land transport and supporting services",99300,800,0.9,1.5,1,0,0.80563947633434,"2016 Q4"
"826",2016,4,"services","professional services","legal, accounting and management services",117000,-500,2.7,1.9,1.7,430,-0.427350427350427,"2016 Q4"
"827",2016,4,"services","administrative and support services","other administrative and support services",117000,2800,2.8,4.6,3.3,90,2.39316239316239,"2016 Q4"
"828",2016,4,"services","art, entertainment, recreation and other services","other community, social and personal services",346100,1200,1.8,1.9,1.6,200,0.346720600982375,"2016 Q4"
"829",2016,4,"manufacturing","manufacturing","other manufacturing industries",63200,100,1.3,1.3,1,70,0.158227848101266,"2016 Q4"
"830",2016,4,"services","professional services","other professional services",56200,100,2,1.5,1.4,80,0.177935943060498,"2016 Q4"
"831",2016,4,"services","transportation and storage","other transportation and storage services",68200,500,2.4,1.9,1.7,80,0.733137829912023,"2016 Q4"
"832",2016,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",32400,-500,1.6,1.6,1.4,90,-1.54320987654321,"2016 Q4"
"833",2016,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",63400,500,1.5,1.2,0.8,130,0.788643533123028,"2016 Q4"
"834",2016,4,"services","education, health and social services","public administration and education",244200,1200,2.7,0.8,0.5,20,0.491400491400491,"2016 Q4"
"835",2016,4,"services","wholesale and retail trade","retail trade",169600,4300,4.4,4.2,2.7,40,2.53537735849057,"2016 Q4"
"836",2016,4,"services","administrative and support services","security and investigation",44400,0,4.7,3.2,2.8,0,0,"2016 Q4"
"837",2016,4,"services","information and communications","telecommunications, broadcasting and publishing",40400,-400,2.6,1.3,1.1,150,-0.99009900990099,"2016 Q4"
"838",2016,4,"manufacturing","manufacturing","transport equipment",109000,-5000,0.7,0.9,1.3,200,-4.58715596330275,"2016 Q4"
"839",2016,4,"services","transportation and storage","water transport and supporting services",46300,-200,0.5,1.3,0.9,140,-0.431965442764579,"2016 Q4"
"840",2016,4,"services","wholesale and retail trade","wholesale trade",322900,-300,1.6,1.5,1.2,510,-0.0929080210591514,"2016 Q4"
"841",2017,1,"services","accommodation and food services","accommodation",34100,-800,6,2.7,2.6,20,-2.34604105571848,"2017 Q1"
"842",2017,1,"services","transportation and storage","air transport and supporting services",31200,100,2.1,1.4,1,10,0.32051282051282,"2017 Q1"
"843",2017,1,"services","professional services","architectural and engineering services",60500,-100,1.3,1.9,1.4,120,-0.165289256198347,"2017 Q1"
"844",2017,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55500,0,4.1,1.7,1.5,110,0,"2017 Q1"
"845",2017,1,"services","administrative and support services","cleaning and landscaping",74400,1500,2.5,4.8,4.1,20,2.01612903225806,"2017 Q1"
"846",2017,1,"construction","construction","construction",477400,-12700,0.5,1.6,1.7,660,-2.66024298282363,"2017 Q1"
"847",2017,1,"manufacturing","manufacturing","electronic, computer and optical products",85400,1300,3.7,1.7,1.6,80,1.52224824355972,"2017 Q1"
"848",2017,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",101300,-300,1.3,1.5,1.6,380,-0.296150049358342,"2017 Q1"
"849",2017,1,"services","financial and insurance services","financial services",149100,600,2.8,1.4,0.9,500,0.402414486921529,"2017 Q1"
"850",2017,1,"services","accommodation and food services","food and beverage services",216800,500,3.4,3.9,3.8,40,0.230627306273063,"2017 Q1"
"851",2017,1,"manufacturing","manufacturing","food, beverages and tobacco",48200,900,1.9,2.8,2.5,50,1.86721991701245,"2017 Q1"
"852",2017,1,"services","education, health and social services","health and social services",154700,2100,2.8,1.5,1.2,20,1.35746606334842,"2017 Q1"
"853",2017,1,"services","financial and insurance services","insurance services",36500,1000,2.7,2.2,1.4,10,2.73972602739726,"2017 Q1"
"854",2017,1,"services","information and communications","it and other information services",91200,1500,4.5,2,1.5,110,1.64473684210526,"2017 Q1"
"855",2017,1,"services","transportation and storage","land transport and supporting services",100500,1100,1.3,1.5,1.2,0,1.09452736318408,"2017 Q1"
"856",2017,1,"services","professional services","legal, accounting and management services",118000,0,3.1,2,1.6,300,0,"2017 Q1"
"857",2017,1,"services","administrative and support services","other administrative and support services",116200,-900,2.5,5.9,3.8,60,-0.774526678141136,"2017 Q1"
"858",2017,1,"services","art, entertainment, recreation and other services","other community, social and personal services",350100,4000,2.3,2.1,2,10,1.14253070551271,"2017 Q1"
"859",2017,1,"manufacturing","manufacturing","other manufacturing industries",63400,200,1.3,1.4,1.3,40,0.315457413249211,"2017 Q1"
"860",2017,1,"services","professional services","other professional services",56800,600,1.6,1.5,1.3,50,1.05633802816901,"2017 Q1"
"861",2017,1,"services","transportation and storage","other transportation and storage services",68800,400,3.1,2.1,1.8,60,0.581395348837209,"2017 Q1"
"862",2017,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",32300,-200,1.8,2.4,1.7,50,-0.619195046439629,"2017 Q1"
"863",2017,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",63700,300,1.5,1.6,0.8,140,0.470957613814757,"2017 Q1"
"864",2017,1,"services","education, health and social services","public administration and education",245700,1600,2.5,1.1,0.6,0,0.651200651200651,"2017 Q1"
"865",2017,1,"services","wholesale and retail trade","retail trade",166800,-2700,4,3.3,3.5,140,-1.61870503597122,"2017 Q1"
"866",2017,1,"services","administrative and support services","security and investigation",45100,700,4.3,3.6,3.1,120,1.55210643015521,"2017 Q1"
"867",2017,1,"services","information and communications","telecommunications, broadcasting and publishing",39900,-500,3,1.3,1.1,140,-1.2531328320802,"2017 Q1"
"868",2017,1,"manufacturing","manufacturing","transport equipment",103900,-5100,1.2,0.9,1.5,160,-4.90856592877767,"2017 Q1"
"869",2017,1,"services","transportation and storage","water transport and supporting services",46300,-300,1.8,1.5,0.9,80,-0.647948164146868,"2017 Q1"
"870",2017,1,"services","wholesale and retail trade","wholesale trade",320200,-2100,1.9,1.7,1.6,520,-0.655840099937539,"2017 Q1"
"871",2017,2,"services","accommodation and food services","accommodation",33900,-200,6.5,3.3,3.2,10,-0.589970501474926,"2017 Q2"
"872",2017,2,"services","transportation and storage","air transport and supporting services",31300,100,1.6,1,0.7,0,0.319488817891374,"2017 Q2"
"873",2017,2,"services","professional services","architectural and engineering services",59600,-900,1.5,1.8,1.6,200,-1.51006711409396,"2017 Q2"
"874",2017,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55400,-100,3.9,1.9,1.9,10,-0.180505415162455,"2017 Q2"
"875",2017,2,"services","administrative and support services","cleaning and landscaping",74900,500,2.9,4.4,4,10,0.667556742323097,"2017 Q2"
"876",2017,2,"construction","construction","construction",467000,-10400,0.6,1.9,1.9,470,-2.22698072805139,"2017 Q2"
"877",2017,2,"manufacturing","manufacturing","electronic, computer and optical products",87800,2400,2.8,2.9,1.7,170,2.73348519362187,"2017 Q2"
"878",2017,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",100200,-1100,1.3,1.7,1.7,190,-1.09780439121757,"2017 Q2"
"879",2017,2,"services","financial and insurance services","financial services",149800,700,3.1,1.9,1.4,460,0.467289719626168,"2017 Q2"
"880",2017,2,"services","accommodation and food services","food and beverage services",216600,-200,3.9,4.1,4.1,170,-0.0923361034164358,"2017 Q2"
"881",2017,2,"manufacturing","manufacturing","food, beverages and tobacco",48400,200,2.1,3.4,3.1,30,0.413223140495868,"2017 Q2"
"882",2017,2,"services","education, health and social services","health and social services",156100,1400,2.6,1.8,1.1,10,0.896860986547085,"2017 Q2"
"883",2017,2,"services","financial and insurance services","insurance services",37200,700,3,2.4,1.8,30,1.88172043010753,"2017 Q2"
"884",2017,2,"services","information and communications","it and other information services",92200,1000,5.3,2.4,1.9,150,1.08459869848156,"2017 Q2"
"885",2017,2,"services","transportation and storage","land transport and supporting services",102000,1500,1.6,1.7,1.4,0,1.47058823529412,"2017 Q2"
"886",2017,2,"services","professional services","legal, accounting and management services",118400,400,2.7,1.8,1.6,270,0.337837837837838,"2017 Q2"
"887",2017,2,"services","administrative and support services","other administrative and support services",117300,1100,3.3,5.7,3.4,70,0.937766410912191,"2017 Q2"
"888",2017,2,"services","art, entertainment, recreation and other services","other community, social and personal services",351200,1100,2.4,2.1,2.1,10,0.313211845102506,"2017 Q2"
"889",2017,2,"manufacturing","manufacturing","other manufacturing industries",63500,100,1.6,1.7,1.4,10,0.15748031496063,"2017 Q2"
"890",2017,2,"services","professional services","other professional services",57200,400,2.8,1.9,1.4,150,0.699300699300699,"2017 Q2"
"891",2017,2,"services","transportation and storage","other transportation and storage services",68900,100,3.6,2.4,2.1,90,0.145137880986938,"2017 Q2"
"892",2017,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",31700,-600,1.7,1.8,1.8,90,-1.89274447949527,"2017 Q2"
"893",2017,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62100,-1600,1.5,1.2,0.9,90,-2.57648953301127,"2017 Q2"
"894",2017,2,"services","education, health and social services","public administration and education",245300,-400,2.9,0.9,0.7,10,-0.163065633917652,"2017 Q2"
"895",2017,2,"services","wholesale and retail trade","retail trade",165300,-1500,4.1,3.1,3.2,70,-0.907441016333938,"2017 Q2"
"896",2017,2,"services","administrative and support services","security and investigation",45900,800,4.2,3.5,2.9,0,1.74291938997821,"2017 Q2"
"897",2017,2,"services","information and communications","telecommunications, broadcasting and publishing",40000,100,3.5,1.9,1.3,90,0.25,"2017 Q2"
"898",2017,2,"manufacturing","manufacturing","transport equipment",100900,-3000,1.1,1.1,1.3,270,-2.97324083250743,"2017 Q2"
"899",2017,2,"services","transportation and storage","water transport and supporting services",46500,200,2.6,1.9,1.1,70,0.43010752688172,"2017 Q2"
"900",2017,2,"services","wholesale and retail trade","wholesale trade",320000,-200,1.8,1.9,1.6,440,-0.0625,"2017 Q2"
"901",2017,3,"services","accommodation and food services","accommodation",35200,1300,7,3,2.6,40,3.69318181818182,"2017 Q3"
"902",2017,3,"services","transportation and storage","air transport and supporting services",30900,-400,1.8,1,0.9,0,-1.29449838187702,"2017 Q3"
"903",2017,3,"services","professional services","architectural and engineering services",59300,-300,1.4,2.1,1.5,80,-0.505902192242833,"2017 Q3"
"904",2017,3,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55700,300,3.9,1.9,1.5,120,0.538599640933573,"2017 Q3"
"905",2017,3,"services","administrative and support services","cleaning and landscaping",74800,-100,2.9,4.1,4.6,50,-0.133689839572192,"2017 Q3"
"906",2017,3,"construction","construction","construction",457400,-9600,0.7,1.7,1.7,490,-2.09881941407958,"2017 Q3"
"907",2017,3,"manufacturing","manufacturing","electronic, computer and optical products",89200,1400,3.8,2.9,1.6,100,1.5695067264574,"2017 Q3"
"908",2017,3,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",99400,-800,1.5,1.7,1.6,180,-0.804828973843058,"2017 Q3"
"909",2017,3,"services","financial and insurance services","financial services",151200,1400,3.7,2.1,1.4,440,0.925925925925926,"2017 Q3"
"910",2017,3,"services","accommodation and food services","food and beverage services",216600,0,3.6,3.5,3.4,80,0,"2017 Q3"
