"","SSOC","Year","Industry","Level","Occupation","Basic Wage -  25th Percentile ($)","Basic Wage -  Median  ($)","Basic Wage -  75th Percentile ($)","Gross Wage -  25th Percentile ($)","Gross Wage -  Median  ($)","Gross Wage -  75th Percentile ($)"
"519","33492",2019,"art, entertainment, recreation and other services","associate professionals and technicians","Operations officer ","2600","3342","3728","2705","3417","3900"
"520","34223",2019,"art, entertainment, recreation and other services","associate professionals and technicians","Physical fitness instructor ","2004","3673","5705","3994","5108","6365"
"521","3412",2019,"art, entertainment, recreation and other services","associate professionals and technicians","Social work associate professional","3300","3865","4310","3300","3900","4310"
"522","4311",2019,"art, entertainment, recreation and other services","clerical support workers","Accounting and bookkeeping clerk","1324","2124","2694","1354","2200","2720"
"523","4110",2019,"art, entertainment, recreation and other services","clerical support workers","General office clerk","1300","2162","2845","1300","2200","2874"
"524","4224",2019,"art, entertainment, recreation and other services","clerical support workers","Receptionist, customer service and information clerk","1656","2273","3086","1800","2389","3265"
"525","51421",2019,"art, entertainment, recreation and other services","service and sales workers","Beautician","1000","1200","1200","1623","2992","3719"
"526","5142",2019,"art, entertainment, recreation and other services","service and sales workers","Beautician and related worker","1000","1200","1200","2515","3223","3985"
"527","52302",2019,"art, entertainment, recreation and other services","service and sales workers","Cashier","2180","2638","3075","2395","2844","3188"
"528","51411",2019,"art, entertainment, recreation and other services","service and sales workers","Hair stylist/Hairdresser","1500","1850","2150","2035","2349","2686"
"529","51491",2019,"art, entertainment, recreation and other services","service and sales workers","Masseur (non-medical) ","1200","1300","1300","1200","1300","2383"
"530","5194",2019,"art, entertainment, recreation and other services","service and sales workers","Pet groomer, animal keeper and trainer","1800","1900","2000","1990","2219","2547"
"531","52421",2019,"art, entertainment, recreation and other services","service and sales workers","Sales demonstrator","1200","1200","1300","1200","1300","1725"
"532","5414",2019,"art, entertainment, recreation and other services","service and sales workers","Security guard","1582","2131","2853","2219","2656","3008"
"533","52202",2019,"art, entertainment, recreation and other services","service and sales workers","Shop sales assistant","1200","1600","2060","2122","2797","3244"
"534","81591",2019,"art, entertainment, recreation and other services","plant and machine operators and assemblers","Laundry and dry cleaning worker (machine, non-household)","1200","1200","1324","1200","1200","1711"
"535","83321",2019,"art, entertainment, recreation and other services","plant and machine operators and assemblers","Lorry driver","1200","1360","1578","1579","2010","2560"
"536","83223",2019,"art, entertainment, recreation and other services","plant and machine operators and assemblers","Van driver","1300","1500","1900","1300","1550","2093"
"537","91190",2019,"art, entertainment, recreation and other services","cleaners, labourers and related workers","Cleaner in other establishments ","1200","1250","1300","1200","1300","1320"
"538","91210",2019,"art, entertainment, recreation and other services","cleaners, labourers and related workers","Hand launderer/Presser (non-household)","1040","1200","1300","1200","1381","1653"
"539","96255",2019,"art, entertainment, recreation and other services","cleaners, labourers and related workers","Sports and recreational attendant ","1650","1926","2100","1795","2062","2300"
"540","12112",2020,"manufacturing","managers","Administration manager","4120","5950","7445","4355","6012","7510"
"541","12111",2020,"manufacturing","managers","Budgeting and financial accounting manager ","6068","8282","12571","6148","8453","12820"
"542","12212",2020,"manufacturing","managers","Business development manager","5383","7794","11445","5862","8455","12000"
"543","11203",2020,"manufacturing","managers","Chief operating officer/General manager","6800","10466","16500","7735","12114","18400"
"544","13230",2020,"manufacturing","managers","Construction manager","4200","6000","8000","4300","6240","8330"
"545","12241",2020,"manufacturing","managers","Customer service manager","6241","7967","9940","6407","8305","10551"
"546","1212",2020,"manufacturing","managers","Human resource manager","5600","8318","11898","5792","8641","12490"
"547","13304",2020,"manufacturing","managers","ICT service manager","6450","8900","11510","6450","8940","11510"
"548","11201",2020,"manufacturing","managers","Managing director/Chief executive officer","5000","9850","15000","5000","10000","15755"
"549","13210",2020,"manufacturing","managers","Manufacturing manager","5220","6879","9330","5644","7285","9986"
"550","12222",2020,"manufacturing","managers","Marketing manager","6300","8912","12166","6300","9500","12449"
"551","12214",2020,"manufacturing","managers","Merchandising/Category manager","5000","6758","9970","6000","7700","10500"
"552","13303",2020,"manufacturing","managers","Network, communications and infrastructure manager","6430","8381","12637","6557","8554","12787"
"553","12191",2020,"manufacturing","managers","Premises and facilities maintenance manager ","5400","7050","9066","5400","7665","9237"
"554","13242",2020,"manufacturing","managers","Procurement/Purchasing manager","5613","7525","10000","5668","7657","10498"
"555","13292",2020,"manufacturing","managers","Quality control/Assurance manager","5938","7728","10174","6176","8198","10981"
"556","12213",2020,"manufacturing","managers","Regional sales manager","7579","9800","14240","8129","11791","15200"
"557","12230",2020,"manufacturing","managers","Research and development manager","6570","8260","10730","6720","8830","11380"
"558","14201",2020,"manufacturing","managers","Retail manager","2983","3950","4640","3128","4000","4750"
"559","12211",2020,"manufacturing","managers","Sales manager","5000","6470","8820","5448","6972","9652"
"560","13302",2020,"manufacturing","managers","Software and applications manager","8651","10697","12500","8651","11137","13304"
"561","12132",2020,"manufacturing","managers","Strategic planning manager","9021","11942","14000","9021","12307","14370"
"562","13241",2020,"manufacturing","managers","Supply and distribution/Logistics/Warehousing manager","5698","7754","11167","5960","8082","11650"
"563","13291",2020,"manufacturing","managers","Technical/Engineering services manager ","6540","8422","10925","6870","8970","11295"
"564","24111",2020,"manufacturing","professionals","Accountant ","4300","5130","5946","4500","5210","6111"
"565","25140",2020,"manufacturing","professionals","Applications/Systems programmer","4145","6419","10140","4208","6419","10387"
"566","21311",2020,"manufacturing","professionals","Biologist","3688","4245","4740","5125","5581","6186"
"567","21451",2020,"manufacturing","professionals","Chemical engineer ","3790","6125","7421","4221","6460","7844"
"568","2145",2020,"manufacturing","professionals","Chemical engineer","3333","4202","7061","3580","4747","7400"
"569","21130",2020,"manufacturing","professionals","Chemist","3831","4808","6696","4157","4999","7235"
"570","2523",2020,"manufacturing","professionals","Computer network, infrastructure and platform professional","3907","5402","7009","4299","5602","7278"
"571","2151",2020,"manufacturing","professionals","Electrical engineer","3655","4377","5549","4206","4906","6008"
"572","2152",2020,"manufacturing","professionals","Electronics engineer","4122","5059","6400","4404","5350","6920"
"573","24131",2020,"manufacturing","professionals","Financial analyst (e.g. equities analyst, credit analyst, investment research analyst)","5000","6150","7413","5000","6488","7665"
"574","21661",2020,"manufacturing","professionals","Graphic designer","2200","2700","3100","2420","2700","3200"
"575","24231",2020,"manufacturing","professionals","Human resource consultant ","5000","7038","8415","5000","7400","8532"
"576","2141",2020,"manufacturing","professionals","Industrial and production engineer","3869","4791","6165","4226","5260","6827"
"577","21493",2020,"manufacturing","professionals","Industrial safety engineer","4610","6056","7943","4892","6259","8375"
"578","2421",2020,"manufacturing","professionals","Management and business consultant","3287","5510","8281","3287","6047","8675"
"579","21492",2020,"manufacturing","professionals","Materials engineer","4500","5518","6690","4580","5603","6711"
"580","2144",2020,"manufacturing","professionals","Mechanical engineer ","3917","4750","6319","4246","5184","6667"
"581","24332",2020,"manufacturing","professionals","Medical and pharmaceutical products sales professional","3369","4429","5835","5864","6912","8607"
"582","21497",2020,"manufacturing","professionals","Optical engineer ","3974","4635","5905","4387","5666","6388"
"583","24233",2020,"manufacturing","professionals","Personnel/Human resource officer","3181","3913","4770","3280","4028","5000"
"584","2134",2020,"manufacturing","professionals","Pharmacologist and related professional","4226","5000","6232","5029","5944","7064"
"585","21498",2020,"manufacturing","professionals","Procurement engineer","4491","5897","7438","4550","6071","7463"
"586","21632",2020,"manufacturing","professionals","Product and industrial designer","3785","5500","6672","3785","6050","6924"
"587","2512",2020,"manufacturing","professionals","Software, web and multimedia developer","4310","5313","7105","4335","5412","7298"
"588","2511",2020,"manufacturing","professionals","Systems analyst","5553","7149","9296","5634","7880","9829"
"589","24331",2020,"manufacturing","professionals","Technical sales professional","3600","4380","5800","3800","4958","6360"
"590","24240",2020,"manufacturing","professionals","Training and staff development professional","3360","4989","6898","3770","5281","7225"
"591","2147",2020,"manufacturing","professionals","Transport and vehicle engineer","3913","4795","5871","4423","5906","7860"
"592","33222",2020,"manufacturing","associate professionals and technicians","After sales adviser/Client account service executive","3613","4145","5020","3786","4290","5125"
"593","33131",2020,"manufacturing","associate professionals and technicians","Assistant accountant","3005","3533","4204","3097","3653","4352"
"594","31003",2020,"manufacturing","associate professionals and technicians","Assistant electronics engineer","2750","3116","3559","3034","3561","4113"
"595","31006",2020,"manufacturing","associate professionals and technicians","Assistant manufacturing engineer","2956","3722","4444","3356","4361","5308"
"596","31004",2020,"manufacturing","associate professionals and technicians","Assistant mechanical engineer","2443","2880","3395","2795","3271","4001"
"597","3171",2020,"manufacturing","associate professionals and technicians","Building and fire inspector","2895","3400","3900","3330","3753","4300"
"598","33221",2020,"manufacturing","associate professionals and technicians","Business development executive","3121","4311","4910","3345","4322","5030"
"599","3323",2020,"manufacturing","associate professionals and technicians","Buyer and purchasing agent","3200","3942","4761","3300","4009","5035"
"600","31161",2020,"manufacturing","associate professionals and technicians","Chemical engineering technician ","2193","2769","3372","2516","3149","3999"
"601","31111",2020,"manufacturing","associate professionals and technicians","Chemistry technician","2570","3336","4364","3425","4392","5525"
"602","3112",2020,"manufacturing","associate professionals and technicians","Civil engineering technician","2720","3099","3411","2930","3547","5215"
"603","33311",2020,"manufacturing","associate professionals and technicians","Clearing and forwarding agent","2813","3360","3956","3150","3470","4328"
"604","3118",2020,"manufacturing","associate professionals and technicians","Draughtsman","3000","4023","4680","3139","4023","4680"
"605","3113",2020,"manufacturing","associate professionals and technicians","Electrical engineering technician","2310","2574","2828","3152","4078","4971"
"606","3114",2020,"manufacturing","associate professionals and technicians","Electronics engineering technician","2239","2587","3064","2705","3683","4987"
"607","3257",2020,"manufacturing","associate professionals and technicians","Environmental and occupational health inspector","1798","2043","2297","2763","3418","4045"
"608","35123",2020,"manufacturing","associate professionals and technicians","It support technician ","2877","3522","4446","2996","3787","4446"
"609","3141",2020,"manufacturing","associate professionals and technicians","Life science technician ","2900","3266","3942","3937","4335","5039"
"610","3346",2020,"manufacturing","associate professionals and technicians","Logistics and maintenance planner","3296","4329","5567","3600","4641","5910"
"611","33491",2020,"manufacturing","associate professionals and technicians","Management executive","2828","3526","4510","2906","3690","4776"
"612","3117",2020,"manufacturing","associate professionals and technicians","Manufacturing engineering technician","2214","2791","3393","2679","3364","4462"
"613","3115",2020,"manufacturing","associate professionals and technicians","Mechanical engineering technician ","2410","2846","3399","2773","3513","4861"
"614","33492",2020,"manufacturing","associate professionals and technicians","Operations officer ","2823","3500","4468","3177","3750","5253"
"615","31601",2020,"manufacturing","associate professionals and technicians","Premises and facilities maintenance officer","2649","3353","4463","3145","3844","4526"
"616","3121",2020,"manufacturing","associate professionals and technicians","Transport and vehicle engineering technician","2613","3151","4015","3127","3931","4630"
"617","4311",2020,"manufacturing","clerical support workers","Accounting and bookkeeping clerk","1870","2400","2810","1970","2460","2940"
"618","4110",2020,"manufacturing","clerical support workers","General office clerk","1400","1932","2466","1400","2000","2653"
"619","40000",2020,"manufacturing","clerical support workers","Office supervisor","2500","3010","3560","2940","3498","4207"
"620","4322",2020,"manufacturing","clerical support workers","Production clerk","2000","2548","3189","2297","2846","3776"
"621","4224",2020,"manufacturing","clerical support workers","Receptionist, customer service and information clerk","2368","3188","4137","2500","3300","4206"
"622","41201",2020,"manufacturing","clerical support workers","Secretary","3383","4416","5501","3446","4500","5615"
"623","4321",2020,"manufacturing","clerical support workers","Stock clerk","1761","2150","2560","2080","2570","3188"
"624","4323",2020,"manufacturing","clerical support workers","Transport clerk","2112","2576","3090","2539","2879","3261"
"625","52421",2020,"manufacturing","service and sales workers","Sales demonstrator","1700","2798","3258","1703","2798","3258"
"626","52201",2020,"manufacturing","service and sales workers","Sales supervisor","2465","2880","3163","3357","3841","4500"
"627","52202",2020,"manufacturing","service and sales workers","Shop sales assistant","1400","1750","1955","1480","1880","2085"
"628","7512",2020,"manufacturing","craftsmen and related trades workers","Baker, pastry and confectionery maker","1400","1478","1696","1867","2261","2787"
"629","74001",2020,"manufacturing","craftsmen and related trades workers","Lift supervisor","3138","3315","3526","3753","4352","5333"
"630","72391",2020,"manufacturing","craftsmen and related trades workers","Machinery mechanic","1782","2217","3019","1936","2734","4092"
"631","73113",2020,"manufacturing","craftsmen and related trades workers","Medical device assembler/Repairer","1955","2212","2906","2149","2693","3274"
"632","71000",2020,"manufacturing","craftsmen and related trades workers","Supervisor/General foreman (building and related trades)","1500","2550","3800","1500","2575","4050"
"633","74002",2020,"manufacturing","craftsmen and related trades workers","Supervisor/General foreman (electrical and electronic trades, excluding lift)","2132","3562","4500","2372","3849","4626"
"634","75000",2020,"manufacturing","craftsmen and related trades workers","Supervisor/General foreman (food processing, woodworking, garment, leather and related trades)","2073","2662","3200","2497","3200","4310"
"635","72000",2020,"manufacturing","craftsmen and related trades workers","Supervisor/General foreman (metal, machinery and related trades)","2400","3119","4000","2884","3816","4755"
"636","72221",2020,"manufacturing","craftsmen and related trades workers","Tool and die maker","2329","2638","3109","3160","4299","5080"
"637","72120",2020,"manufacturing","craftsmen and related trades workers","Welder and flame cutter","1890","2611","2970","2100","2877","3949"
"638","8212",2020,"manufacturing","plant and machine operators and assemblers","Electrical and electronic equipment assembler","1260","1395","1600","1439","1772","2122"
"639","8160",2020,"manufacturing","plant and machine operators and assemblers","Food and related products machine operator","1400","1993","2811","1582","2525","4446"
"640","83321",2020,"manufacturing","plant and machine operators and assemblers","Lorry driver","1581","1900","2200","1800","2198","2834"
"641","8125",2020,"manufacturing","plant and machine operators and assemblers","Machine-tool setter-operator","1400","1722","2430","1590","2203","3635"
"642","82110",2020,"manufacturing","plant and machine operators and assemblers","Mechanical equipment/Component assembler","1184","1295","1494","1362","1877","2441"
"643","81240",2020,"manufacturing","plant and machine operators and assemblers","Metal finishing, plating and coating machine operator","1502","1905","2691","2070","2804","3629"
"644","81830",2020,"manufacturing","plant and machine operators and assemblers","Packing/Bottling/Labelling machine operator","1370","1500","1700","1550","1714","2365"
"645","81312",2020,"manufacturing","plant and machine operators and assemblers","Pharmaceutical products machine operator","1954","2124","2435","1995","3076","3505"
"646","81420",2020,"manufacturing","plant and machine operators and assemblers","Plastic products machine operator","992","1327","1650","1250","1542","2545"
"647","8184",2020,"manufacturing","plant and machine operators and assemblers","Printing, binding and related machine operator","1382","1755","2174","1430","1925","2350"
"648","8213",2020,"manufacturing","plant and machine operators and assemblers","Quality checker and tester","1429","1868","2458","1796","2279","2892"
"649","81000",2020,"manufacturing","plant and machine operators and assemblers","Stationary plant and machine supervisor/General foreman","2501","3340","4234","3104","4016","5230"
"650","82000",2020,"manufacturing","plant and machine operators and assemblers","Supervisor/General foreman of assembler and quality checker","2098","3235","4294","3027","4070","5663"
"651","83223",2020,"manufacturing","plant and machine operators and assemblers","Van driver","1500","1800","2080","1934","2674","3419"
"652","94102",2020,"manufacturing","cleaners, labourers and related workers","Food/Drink stall assistant","1100","1200","1400","1366","1504","1800"
"653","93201",2020,"manufacturing","cleaners, labourers and related workers","Hand packer","1300","1400","1577","1390","1500","1908"
"654","91131",2020,"manufacturing","cleaners, labourers and related workers","Office, commercial and industrial establishments indoor cleaner","1300","1400","1450","1300","1400","1520"
"655","93335",2020,"manufacturing","cleaners, labourers and related workers","Vehicle attendant","1400","1750","1958","1700","2053","2359"
"656","93334",2020,"manufacturing","cleaners, labourers and related workers","Warehouse worker","1400","1820","2260","1490","2117","2675"
"657","12112",2020,"construction","managers","Administration manager","3000","4150","5960","3000","4200","6060"
"658","12111",2020,"construction","managers","Budgeting and financial accounting manager ","4200","5440","8000","4280","5500","8000"
"659","12212",2020,"construction","managers","Business development manager","4800","6825","9750","4925","6950","9750"
"660","11203",2020,"construction","managers","Chief operating officer/General manager","5388","7100","10000","5388","7700","10500"
"661","11202",2020,"construction","managers","Company director","3200","4900","8000","3200","5500","8000"
"662","13230",2020,"construction","managers","Construction manager","4200","5620","7575","4500","6000","8000"
"663","1212",2020,"construction","managers","Human resource manager","3500","4850","6350","3500","4900","6380"
"664","11201",2020,"construction","managers","Managing director/Chief executive officer","4000","7000","12000","4000","7100","12000"
"665","12211",2020,"construction","managers","Sales manager","3800","5000","6500","4000","5250","7010"
"666","13291",2020,"construction","managers","Technical/Engineering services manager ","4450","6036","8000","4700","6500","8520"
"667","24111",2020,"construction","professionals","Accountant ","3400","4105","5000","3400","4125","5070"
"668","2142",2020,"construction","professionals","Civil engineer","3500","4500","5500","3600","4550","5980"
"669","2151",2020,"construction","professionals","Electrical engineer","3059","3781","4350","3420","4100","4987"
"670","2141",2020,"construction","professionals","Industrial and production engineer","3060","3636","4582","3249","3898","4805"
"671","21493",2020,"construction","professionals","Industrial safety engineer","3775","4950","6740","3900","5053","6790"
"672","2144",2020,"construction","professionals","Mechanical engineer ","3465","4195","5750","3474","4243","5750"
"673","24233",2020,"construction","professionals","Personnel/Human resource officer","2500","3025","3500","2500","3050","3600"
"674","21494",2020,"construction","professionals","Quantity surveyor","3350","4400","5350","3350","4478","5360"
"675","33131",2020,"construction","associate professionals and technicians","Assistant accountant","2865","3290","3897","2879","3300","3900"
"676","31004",2020,"construction","associate professionals and technicians","Assistant mechanical engineer","2082","2350","2542","2427","2622","2903"
"677","3171",2020,"construction","associate professionals and technicians","Building and fire inspector","2284","3200","4350","2284","3332","4431"
"678","3323",2020,"construction","associate professionals and technicians","Buyer and purchasing agent","2864","3425","3952","2864","3488","4000"
"679","3112",2020,"construction","associate professionals and technicians","Civil engineering technician","3350","4190","4520","3500","4250","4672"
"680","3118",2020,"construction","associate professionals and technicians","Draughtsman","2500","3495","4000","2500","3525","4000"
"681","33491",2020,"construction","associate professionals and technicians","Management executive","2600","3085","3815","2600","3121","3925"
"682","33492",2020,"construction","associate professionals and technicians","Operations officer ","2193","3000","3569","2300","3100","4150"
"683","4311",2020,"construction","clerical support workers","Accounting and bookkeeping clerk","1400","2000","2780","1400","2000","2800"
"684","4110",2020,"construction","clerical support workers","General office clerk","1380","1500","2400","1400","1550","2400"
"685","4224",2020,"construction","clerical support workers","Receptionist, customer service and information clerk","1850","2300","2880","1850","2300","2880"
"686","41201",2020,"construction","clerical support workers","Secretary","2000","3000","3744","2000","3000","3750"
"687","4321",2020,"construction","clerical support workers","Stock clerk","1400","1500","2165","1450","1500","2250"
"688","74122",2020,"construction","craftsmen and related trades workers","Electrical lift, escalator and related equipment fitter","1912","2164","2413","2217","2559","2870"
"689","72391",2020,"construction","craftsmen and related trades workers","Machinery mechanic","1300","1300","2402","1300","1300","2450"
"690","71000",2020,"construction","craftsmen and related trades workers","Supervisor/General foreman (building and related trades)","1560","2700","3700","1560","2800","3850"
"691","74002",2020,"construction","craftsmen and related trades workers","Supervisor/General foreman (electrical and electronic trades, excluding lift)","2500","2860","3450","2700","3172","3815"
"692","72000",2020,"construction","craftsmen and related trades workers","Supervisor/General foreman (metal, machinery and related trades)","2250","3200","4100","2700","3433","4500"
"693","83431",2020,"construction","plant and machine operators and assemblers","Crane/Hoist operator ","2100","2200","2732","2900","3210","3772"
"694","83421",2020,"construction","plant and machine operators and assemblers","Excavating/Trench digging machine operator","2758","3454","4515","3150","3665","4682"
"695","83321",2020,"construction","plant and machine operators and assemblers","Lorry driver","1450","1700","2100","1500","1860","2446"
"696","93100",2020,"construction","cleaners, labourers and related workers","Civil engineering/Building construction labourer","1300","1350","1500","1300","1400","1500"
"697","91131",2020,"construction","cleaners, labourers and related workers","Office, commercial and industrial establishments indoor cleaner","1300","1300","1400","1300","1320","1405"
"698","12112",2020,"wholesale and retail trade","managers","Administration manager","4900","7078","10000","5100","7263","10235"
"699","12221",2020,"wholesale and retail trade","managers","Advertising/Public relations manager","6000","8070","12500","6300","8070","12713"
"700","12113",2020,"wholesale and retail trade","managers","Audit manager","8000","10477","15510","8000","10500","15510"
"701","12111",2020,"wholesale and retail trade","managers","Budgeting and financial accounting manager ","6329","8752","12825","6422","9000","13066"
"702","12212",2020,"wholesale and retail trade","managers","Business development manager","5400","8000","12355","6000","8706","13455"
"703","11203",2020,"wholesale and retail trade","managers","Chief operating officer/General manager","10000","13064","20000","10000","13948","22000"
"704","12241",2020,"wholesale and retail trade","managers","Customer service manager","5496","7608","12687","5654","7773","13077"
"705","1212",2020,"wholesale and retail trade","managers","Human resource manager","6091","8634","12902","6115","9000","13200"
"706","13304",2020,"wholesale and retail trade","managers","ICT service manager","6500","9288","12395","6551","9585","12669"
"707","11201",2020,"wholesale and retail trade","managers","Managing director/Chief executive officer","7000","12000","20000","7000","12270","21283"
"708","13210",2020,"wholesale and retail trade","managers","Manufacturing manager","5300","7685","9844","6100","8032","10444"
"709","12222",2020,"wholesale and retail trade","managers","Marketing manager","6180","9073","13218","6211","9300","13601"
"710","12214",2020,"wholesale and retail trade","managers","Merchandising/Category manager","5177","7545","11662","5868","7800","11819"
"711","13303",2020,"wholesale and retail trade","managers","Network, communications and infrastructure manager","6471","7720","11795","6500","8264","12395"
"712","12191",2020,"wholesale and retail trade","managers","Premises and facilities maintenance manager ","4898","6605","8922","5000","6605","8937"
"713","13242",2020,"wholesale and retail trade","managers","Procurement/Purchasing manager","5480","7980","11717","5565","8213","11867"
"714","13292",2020,"wholesale and retail trade","managers","Quality control/Assurance manager","6220","8640","10775","6489","8755","10990"
"715","12213",2020,"wholesale and retail trade","managers","Regional sales manager","6304","8500","12800","7160","9440","14186"
"716","12230",2020,"wholesale and retail trade","managers","Research and development manager","8702","10067","12577","8930","10148","12727"
"717","14201",2020,"wholesale and retail trade","managers","Retail manager","3140","4000","5100","3200","4115","5450"
"718","12133",2020,"wholesale and retail trade","managers","Risk management manager","7185","10425","17409","7185","10440","17917"
"719","12211",2020,"wholesale and retail trade","managers","Sales manager","4742","6790","10055","5400","7472","11037"
"720","13302",2020,"wholesale and retail trade","managers","Software and applications manager","6420","8605","12096","6420","8605","12096"
"721","12132",2020,"wholesale and retail trade","managers","Strategic planning manager","7920","10625","15525","8020","10954","16116"
"722","13241",2020,"wholesale and retail trade","managers","Supply and distribution/Logistics/Warehousing manager","5000","7020","9606","5120","7115","9887"
"723","13291",2020,"wholesale and retail trade","managers","Technical/Engineering services manager ","6410","8454","12574","6650","8767","12821"
"724","14202",2020,"wholesale and retail trade","managers","Wholesale trade manager","4600","6970","11300","4960","7114","11300"
"725","24111",2020,"wholesale and retail trade","professionals","Accountant ","4550","5305","6379","4550","5396","6429"
"726","25140",2020,"wholesale and retail trade","professionals","Applications/Systems programmer","4800","6785","8084","5025","6933","8962"
"727","24112",2020,"wholesale and retail trade","professionals","Auditor (accounting)","5300","6755","8600","5550","6930","8600"
"728","2435",2020,"wholesale and retail trade","professionals","Commodities and freight trader","4542","8382","13650","4542","8432","13650"
"729","24132",2020,"wholesale and retail trade","professionals","Compliance officer/Risk analyst (financial)","4200","5450","7979","4300","5450","8213"
"730","2523",2020,"wholesale and retail trade","professionals","Computer network, infrastructure and platform professional","4900","7281","9408","4900","7281","9408"
"731","2524",2020,"wholesale and retail trade","professionals","Cybersecurity professional","3660","4760","6600","4230","5202","6926"
"732","24314",2020,"wholesale and retail trade","professionals","Digital marketing professional (e.g. online, social media, e-commerce marketing professional)","3150","4148","7540","3175","4174","7734"
"733","2151",2020,"wholesale and retail trade","professionals","Electrical engineer","4009","4971","7369","4559","5772","7467"
"734","2152",2020,"wholesale and retail trade","professionals","Electronics engineer","4615","6540","8650","4890","6830","9312"
"735","24131",2020,"wholesale and retail trade","professionals","Financial analyst (e.g. equities analyst, credit analyst, investment research analyst)","4919","6285","8297","5102","6350","8297"
"736","21661",2020,"wholesale and retail trade","professionals","Graphic designer","2586","3000","3523","2586","3000","3523"
"737","24231",2020,"wholesale and retail trade","professionals","Human resource consultant ","5006","8169","9413","5258","8169","9498"
"738","2141",2020,"wholesale and retail trade","professionals","Industrial and production engineer","4093","5280","6608","4290","5300","6713"
"739","26112",2020,"wholesale and retail trade","professionals","In-house legal counsel ","9230","12000","18871","9230","12449","19159"
"740","2421",2020,"wholesale and retail trade","professionals","Management and business consultant","5217","6726","8348","5405","6889","9089"
"741","24312",2020,"wholesale and retail trade","professionals","Market research professional","4200","5428","7233","4200","5428","7440"
"742","24313",2020,"wholesale and retail trade","professionals","Marketing strategy/Planning professional","3780","6177","8460","3840","6177","9085"
"743","2144",2020,"wholesale and retail trade","professionals","Mechanical engineer ","3800","4500","5375","4083","4915","6005"
"744","24332",2020,"wholesale and retail trade","professionals","Medical and pharmaceutical products sales professional","3392","4186","5491","4277","5595","6989"
"745","25220",2020,"wholesale and retail trade","professionals","Network, servers and computer systems administrator","4200","4850","6800","4326","5159","6800"
"746","22670",2020,"wholesale and retail trade","professionals","Optometrist","2380","3200","3800","2986","3750","4250"
"747","24233",2020,"wholesale and retail trade","professionals","Personnel/Human resource officer","3110","3785","4620","3200","3954","4700"
"748","2134",2020,"wholesale and retail trade","professionals","Pharmacologist and related professional","5300","6213","7680","5778","6864","7884"
"749","24320",2020,"wholesale and retail trade","professionals","Public relations/Corporate communications professional","3370","4000","5500","3400","4014","5500"
"750","2512",2020,"wholesale and retail trade","professionals","Software, web and multimedia developer","3200","4800","7173","3227","5030","7500"
"751","2511",2020,"wholesale and retail trade","professionals","Systems analyst","5228","6763","9200","5517","7042","9200"
"752","24331",2020,"wholesale and retail trade","professionals","Technical sales professional","3480","4048","5379","4110","5770","12990"
"753","24240",2020,"wholesale and retail trade","professionals","Training and staff development professional","3658","4305","5403","3700","4491","5917"
"754","2147",2020,"wholesale and retail trade","professionals","Transport and vehicle engineer","4429","4970","5949","4500","4970","6651"
"755","24134",2020,"wholesale and retail trade","professionals","Treasury manager","6525","8300","12000","6700","8333","12000"
"756","33222",2020,"wholesale and retail trade","associate professionals and technicians","After sales adviser/Client account service executive","3220","4080","5539","3357","4379","6000"
"757","33131",2020,"wholesale and retail trade","associate professionals and technicians","Assistant accountant","3100","3700","4400","3134","3750","4418"
"758","33221",2020,"wholesale and retail trade","associate professionals and technicians","Business development executive","2922","3930","5400","3124","4097","5770"
"759","3323",2020,"wholesale and retail trade","associate professionals and technicians","Buyer and purchasing agent","3105","3776","4740","3186","3825","4789"
"760","34341",2020,"wholesale and retail trade","associate professionals and technicians","Chef","2400","2800","4000","2400","2800","4000"
"761","33311",2020,"wholesale and retail trade","associate professionals and technicians","Clearing and forwarding agent","3896","4600","5200","3980","4680","5200"
"762","3114",2020,"wholesale and retail trade","associate professionals and technicians","Electronics engineering technician","2281","2493","3074","2350","3055","3333"
"763","35121",2020,"wholesale and retail trade","associate professionals and technicians","It infrastructure technician","2925","3900","5652","3000","4612","5842"
"764","35123",2020,"wholesale and retail trade","associate professionals and technicians","It support technician ","2300","3100","3770","2450","3314","3870"
"765","3346",2020,"wholesale and retail trade","associate professionals and technicians","Logistics and maintenance planner","3084","3798","4840","3139","3914","4994"
"766","33491",2020,"wholesale and retail trade","associate professionals and technicians","Management executive","3141","3829","4750","3196","3913","4786"
"767","3117",2020,"wholesale and retail trade","associate professionals and technicians","Manufacturing engineering technician","2376","2782","3360","2798","3275","3950"
"768","33223",2020,"wholesale and retail trade","associate professionals and technicians","Marketing and sales executive (food & beverage services)","2500","2888","3425","2784","3700","4943"
"769","3115",2020,"wholesale and retail trade","associate professionals and technicians","Mechanical engineering technician ","2300","2722","3546","2535","3162","4167"
"770","33225",2020,"wholesale and retail trade","associate professionals and technicians","Merchandising/Category executive","2153","2500","3700","2350","3340","4000"
"771","33224",2020,"wholesale and retail trade","associate professionals and technicians","Online sales channel executive","2100","2800","3400","2163","2900","3500"
"772","33492",2020,"wholesale and retail trade","associate professionals and technicians","Operations officer ","3100","4100","5300","3200","4200","5450"
"773","32540",2020,"wholesale and retail trade","associate professionals and technicians","Optician","2850","3200","3300","3250","3700","4150"
"774","3121",2020,"wholesale and retail trade","associate professionals and technicians","Transport and vehicle engineering technician","2707","3076","3590","2773","3174","3657"
